10000,222,1.1111111111111112
20000,444,0.9508196721311475
30000,666,0.17333333333333334
40000,888,0.3287671232876712
50000,1111,0.07692307692307693
60000,1333,6.590909090909091
70000,1557,2.5652173913043477
80000,1780,4.75
90000,2002,1.98
100000,2225,1.2096774193548387
110000,2449,1.490909090909091
120000,2672,1.2666666666666666
130000,2895,0.9076923076923077
140000,3122,1.3333333333333333
150000,3345,1.5964912280701755
160000,3567,0.5652173913043478
170000,3792,0.7878787878787878
180000,4017,0.5072463768115942
190000,4242,0.6029411764705882
200000,4466,3.5714285714285716
210000,4690,8.0
220000,4914,4.431818181818182
230000,5140,0.02531645569620253
240000,5366,0.1038961038961039
250000,5592,0.28378378378378377
260000,5817,7.435897435897436
270000,6041,2.3962264150943398
280000,6267,0.1038961038961039
290000,6492,0.09090909090909091
300000,6718,1.360655737704918
310000,6944,2.8863636363636362
320000,7170,3.3541666666666665
330000,7397,1.1206896551724137
340000,7624,0.796875
350000,7851,10.162162162162161
360000,8079,2.02
370000,8306,1.2131147540983607
380000,8533,6.65
390000,8762,0.18421052631578946
400000,8990,0.0641025641025641
410000,9217,2.761904761904762
420000,9445,0.21333333333333335
430000,9672,0.9545454545454546
440000,9902,3.0454545454545454
450000,10133,0.06493506493506493
460000,10364,9.837837837837839
470000,10594,1.719298245614035
480000,10820,0.835820895522388
490000,11046,5.057142857142857
500000,11275,4.333333333333333
510000,11505,8.733333333333333
520000,11736,0.5633802816901409
530000,11966,6.575
540000,12196,9.064516129032258
550000,12427,3.3469387755102042
560000,12657,6.8
570000,12888,10.54054054054054
580000,13119,0.14473684210526316
590000,13350,6.675
600000,13581,2.4074074074074074
610000,13812,3.977777777777778
620000,14043,10.027777777777779
630000,14275,2.169811320754717
640000,14508,2.3333333333333335
650000,14739,9.0
660000,14971,5.2
670000,15203,9.703703703703704
680000,15437,1.8363636363636364
690000,15669,2.978723404255319
700000,15903,10.27027027027027
710000,16136,10.324324324324325
720000,16370,3.3191489361702127
730000,16603,3.6444444444444444
740000,16836,10.054054054054054
750000,17071,10.675675675675675
760000,17305,3.0
770000,17539,3.0851063829787235
780000,17773,3.369565217391304
790000,18007,10.81081081081081
800000,18240,3.0
810000,18471,3.4444444444444446
820000,18705,3.130434782608696
830000,18939,3.0
840000,19173,10.63888888888889
850000,19409,3.127659574468085
860000,19645,3.0434782608695654
870000,19880,3.7777777777777777
880000,20114,6.846153846153846
890000,20349,5.928571428571429
900000,20583,3.7555555555555555
910000,20818,3.3260869565217392
920000,21056,3.130434782608696
930000,21290,4.674418604651163
940000,21526,3.8222222222222224
950000,21763,3.5555555555555554
960000,22001,3.0869565217391304
970000,22239,3.0217391304347827
980000,22475,3.130434782608696
990000,22711,3.0652173913043477
1000000,22948,3.152173913043478
1010000,23188,3.0
1020000,23424,3.0217391304347827
1030000,23663,3.021276595744681
1040000,23900,3.130434782608696
1050000,24137,3.488372093023256
1060000,24375,3.111111111111111
1070000,24612,3.8181818181818183
1080000,24849,6.435897435897436
1090000,25086,3.3777777777777778
1100000,25325,3.311111111111111
1110000,25561,5.052631578947368
1120000,25799,5.571428571428571
1130000,26036,4.486486486486487
1140000,26273,5.514285714285714
1150000,26509,5.411764705882353
1160000,26746,5.171428571428572
1170000,26985,5.6571428571428575
1180000,27222,5.277777777777778
1190000,27459,6.6875
1200000,27695,6.935483870967742
1210000,27933,4.1
1220000,28170,3.5
1230000,28406,3.3863636363636362
1240000,28641,4.722222222222222
1250000,28877,6.090909090909091
1260000,29115,5.0
1270000,29351,8.482758620689655
1280000,29588,9.75
1290000,29826,10.923076923076923
1300000,30062,8.071428571428571
1310000,30299,5.870967741935484
1320000,30535,8.178571428571429
1330000,30773,6.32258064516129
1340000,31011,6.777777777777778
