9216,221184,232,3072,1.76
9344,224256,236,3072,1.59
9472,227328,239,3072,1.61
9600,230400,242,3072,1.44
9728,233472,245,3072,1.19
9856,236544,248,3072,1.03
9984,239616,252,3072,1.49
10112,242688,255,3072,1.68
10240,245760,258,3072,1.64
10368,248832,261,3072,1.68
10496,251904,264,3072,1.89
10624,254976,268,3072,2.3
10752,258048,271,3072,2.47
10880,261120,274,3072,2.37
11008,264192,277,3072,2.42
11136,267264,280,3072,2.7
11264,270336,283,3072,2.65
11392,273408,286,3072,2.95
11520,276480,289,3072,2.85
11648,279552,292,3072,2.86
11776,282624,296,3072,2.7
11904,285696,298,3072,2.82
12032,288768,302,3072,3.02
12160,291840,305,3072,3.18
12288,294912,308,3072,3.07
12416,297984,311,3072,3.14
12544,301056,314,3072,3.11
12672,304128,317,3072,3.28
12800,307200,320,3072,3.49
12928,310272,324,3072,3.49
13056,313344,327,3072,3.51
13184,316416,330,3072,3.53
13312,319488,333,3072,3.63
13440,322560,336,3072,3.87
13568,325632,339,3072,4.17
13696,328704,342,3072,3.83
13824,331776,345,3072,4.03
13952,334848,348,3072,3.93
14080,337920,351,3072,4.37
14208,340992,354,3072,4.55
14336,344064,357,3072,4.83
14464,347136,360,3072,4.76
14592,350208,363,3072,4.76
14720,353280,366,3072,4.8
14848,356352,369,3072,5.07
14976,359424,372,3072,5.4
15104,362496,375,3072,5.5
15232,365568,379,3072,5.4
15360,368640,382,3072,5.4
15488,371712,385,3072,5.62
15616,374784,388,3072,5.88
15744,377856,391,3072,6.13
15872,380928,394,3072,6.14
16000,384000,397,3072,6.3
16128,387072,400,3072,6.81
16256,390144,403,3072,7.04
16384,393216,406,3072,6.77
16512,396288,409,3072,6.91
16640,399360,412,3072,7.19
16768,402432,415,3072,6.92
16896,405504,418,3072,6.86
17024,408576,421,3072,7.06
17152,411648,424,3072,6.99
17280,414720,427,3072,6.96
17408,417792,430,3072,7.1
17536,420864,433,3072,7.08
17664,423936,436,3072,7.44
17792,427008,438,3072,7.69
17920,430080,441,3072,8.15
18048,433152,444,3072,8.09
18176,436224,447,3072,8.31
18304,439296,450,3072,8.38
18432,442368,453,3072,8.37
18560,445440,456,3072,8.31
18688,448512,459,3072,8.29
18816,451584,462,3072,8.93
18944,454656,465,3072,9.02
19072,457728,468,3072,8.91
19200,460800,471,3072,8.72
19328,463872,474,3072,8.73
19456,466944,477,3072,8.82
19584,470016,480,3072,8.82
19712,473088,483,3072,9.12
19840,476160,486,3072,8.95
19968,479232,489,3072,9.24
20096,482304,492,3072,9.33
20224,485376,495,3072,9.57
20352,488448,498,3072,9.82
20480,491520,501,3072,9.79
20608,494592,504,3072,9.57
20736,497664,506,3072,9.66
20864,500736,509,3072,9.79
20992,503808,512,3072,9.9
21120,506880,515,3072,9.82
21248,509952,518,3072,9.67
21376,513024,521,3072,9.73
21504,516096,524,3072,9.78
21632,519168,527,3072,10.08
21760,522240,530,3072,10.22
21888,525312,533,3072,10.27
22016,528384,536,3072,10.49
22144,531456,539,3072,10.42
22272,534528,542,3072,10.46
22400,537600,545,3072,10.62
22528,540672,548,3072,10.67
22656,543744,550,3072,10.49
22784,546816,553,3072,10.43
22912,549888,556,3072,10.91
23040,552960,559,3072,10.93
23168,556032,562,3072,11.12
23296,559104,565,3072,11.27
23424,562176,568,3072,11.41
23552,565248,571,3072,11.47
23680,568320,574,3072,11.42
23808,571392,577,3072,11.62
23936,574464,580,3072,11.69
24064,577536,583,3072,12.0
24192,580608,586,3072,12.0
24320,583680,589,3072,12.04
24448,586752,591,3072,12.04
24576,589824,594,3072,12.39
24704,592896,597,3072,12.53
24832,595968,600,3072,12.7
24960,599040,603,3072,12.48
25088,602112,606,3072,12.68
25216,605184,609,3072,12.77
25344,608256,612,3072,12.75
25472,611328,615,3072,12.68
25600,614400,618,3072,12.5
25728,617472,620,3072,12.71
25856,620544,623,3072,12.66
25984,623616,626,3072,12.7
26112,626688,629,3072,12.29
26240,629760,632,3072,12.57
26368,632832,635,3072,12.62
26496,635904,638,3072,12.7
26624,638976,641,3072,13.03
26752,642048,644,3072,12.79
26880,645120,647,3072,13.0
27008,648192,650,3072,12.98
27136,651264,652,3072,13.13
27264,654336,655,3072,12.9
27392,657408,658,3072,12.95
27520,660480,661,3072,13.09
27648,663552,664,3072,12.86
27776,666624,667,3072,13.03
27904,669696,670,3072,13.21
28032,672768,673,3072,13.02
28160,675840,676,3072,13.28
28288,678912,679,3072,13.54
28416,681984,682,3072,13.73
28544,685056,685,3072,13.76
28672,688128,687,3072,13.89
28800,691200,690,3072,13.96
28928,694272,693,3072,13.87
29056,697344,696,3072,13.83
29184,700416,699,3072,13.98
29312,703488,702,3072,14.19
29440,706560,705,3072,14.24
29568,709632,708,3072,14.4
29696,712704,711,3072,14.23
29824,715776,714,3072,14.54
29952,718848,717,3072,14.55
30080,721920,719,3072,14.57
30208,724992,722,3072,14.85
30336,728064,725,3072,14.53
30464,731136,728,3072,14.61
30592,734208,731,3072,14.56
30720,737280,734,3072,14.28
30848,740352,737,3072,14.27
30976,743424,740,3072,14.16
31104,746496,742,3072,14.2
31232,749568,745,3072,14.26
31360,752640,748,3072,14.27
31488,755712,751,3072,14.16
31616,758784,754,3072,14.43
31744,761856,757,3072,14.65
31872,764928,760,3072,14.72
32000,768000,763,3072,15.22
32128,771072,766,3072,15.33
32256,774144,768,3072,15.15
32384,777216,771,3072,15.09
32512,780288,774,3072,14.92
32640,783360,777,3072,15.55
32768,786432,780,3072,15.68
32896,789504,783,3072,15.76
33024,792576,786,3072,15.77
33152,795648,789,3072,16.07
33280,798720,792,3072,15.95
33408,801792,795,3072,16.03
33536,804864,797,3072,16.05
33664,807936,800,3072,16.04
33792,811008,803,3072,16.37
33920,814080,806,3072,16.34
34048,817152,809,3072,16.13
34176,820224,812,3072,15.81
34304,823296,815,3072,15.77
34432,826368,818,3072,15.8
34560,829440,821,3072,15.86
34688,832512,824,3072,15.81
34816,835584,826,3072,15.98
34944,838656,829,3072,15.72
35072,841728,832,3072,15.49
35200,844800,835,3072,15.47
35328,847872,838,3072,15.61
35456,850944,841,3072,15.43
35584,854016,844,3072,15.79
35712,857088,847,3072,15.82
35840,860160,850,3072,15.66
35968,863232,852,3072,15.79
36096,866304,855,3072,15.59
36224,869376,858,3072,15.39
36352,872448,861,3072,15.49
36480,875520,864,3072,15.64
36608,878592,867,3072,15.71
36736,881664,870,3072,15.65
36864,884736,873,3072,15.74
36992,887808,875,3072,15.71
37120,890880,878,3072,15.91
37248,893952,881,3072,16.02
37376,897024,884,3072,16.16
37504,900096,887,3072,15.99
37632,903168,890,3072,16.04
37760,906240,893,3072,16.1
37888,909312,896,3072,16.45
38016,912384,899,3072,16.49
38144,915456,901,3072,16.49
38272,918528,904,3072,16.48
38400,921600,907,3072,16.57
38528,924672,910,3072,16.68
38656,927744,913,3072,16.67
38784,930816,916,3072,16.77
38912,933888,919,3072,16.86
39040,936960,922,3072,16.9
39168,940032,925,3072,16.98
39296,943104,927,3072,17.05
39424,946176,930,3072,17.09
39552,949248,933,3072,17.15
39680,952320,936,3072,17.14
39808,955392,939,3072,17.05
39936,958464,942,3072,17.34
40064,961536,945,3072,17.48
40192,964608,948,3072,17.43
40320,967680,950,3072,17.09
40448,970752,953,3072,17.2
40576,973824,956,3072,17.26
40704,976896,959,3072,17.82
40832,979968,962,3072,17.77
40960,983040,965,3072,17.57
41088,986112,968,3072,17.71
41216,989184,971,3072,17.88
41344,992256,974,3072,18.12
41472,995328,976,3072,18.05
41600,998400,979,3072,17.94
41728,1001472,982,3072,18.09
41856,1004544,985,3072,18.3
41984,1007616,988,3072,18.26
42112,1010688,991,3072,18.12
42240,1013760,994,3072,18.41
42368,1016832,996,3072,18.08
42496,1019904,999,3072,17.92
42624,1022976,1002,3072,18.0
42752,1026048,1005,3072,18.11
42880,1029120,1008,3072,18.16
43008,1032192,1011,3072,18.01
43136,1035264,1014,3072,17.97
43264,1038336,1016,3072,17.35
43392,1041408,1019,3072,17.4
43520,1044480,1022,3072,17.75
43648,1047552,1025,3072,17.62
43776,1050624,1028,3072,17.55
43904,1053696,1031,3072,17.64
44032,1056768,1034,3072,17.62
44160,1059840,1037,3072,17.91
44288,1062912,1040,3072,17.88
44416,1065984,1043,3072,18.07
44544,1069056,1045,3072,18.08
44672,1072128,1048,3072,18.26
44800,1075200,1051,3072,18.44
44928,1078272,1054,3072,18.59
45056,1081344,1057,3072,18.57
45184,1084416,1060,3072,18.75
45312,1087488,1063,3072,18.87
45440,1090560,1066,3072,18.63
45568,1093632,1068,3072,18.54
45696,1096704,1071,3072,18.77
45824,1099776,1074,3072,18.58
45952,1102848,1077,3072,18.52
46080,1105920,1080,3072,18.43
46208,1108992,1083,3072,18.49
46336,1112064,1086,3072,18.51
46464,1115136,1089,3072,18.61
46592,1118208,1092,3072,18.56
46720,1121280,1094,3072,18.85
46848,1124352,1097,3072,18.54
46976,1127424,1100,3072,18.48
47104,1130496,1103,3072,18.31
47232,1133568,1106,3072,18.45
47360,1136640,1109,3072,18.28
47488,1139712,1112,3072,18.37
47616,1142784,1115,3072,18.49
47744,1145856,1118,3072,18.55
47872,1148928,1121,3072,18.4
48000,1152000,1123,3072,18.3
48128,1155072,1126,3072,18.61
48256,1158144,1129,3072,18.38
48384,1161216,1132,3072,18.9
48512,1164288,1135,3072,19.21
48640,1167360,1138,3072,19.38
48768,1170432,1141,3072,19.23
48896,1173504,1144,3072,19.09
49024,1176576,1146,3072,19.21
49152,1179648,1149,3072,19.22
49280,1182720,1152,3072,19.11
49408,1185792,1155,3072,19.02
49536,1188864,1158,3072,19.23
49664,1191936,1161,3072,18.98
49792,1195008,1164,3072,18.99
49920,1198080,1167,3072,18.72
50048,1201152,1169,3072,18.77
50176,1204224,1172,3072,18.59
50304,1207296,1175,3072,18.69
50432,1210368,1178,3072,18.82
50560,1213440,1181,3072,18.77
50688,1216512,1184,3072,18.86
50816,1219584,1187,3072,19.02
50944,1222656,1189,3072,19.25
51072,1225728,1192,3072,19.2
51200,1228800,1195,3072,18.83
51328,1231872,1198,3072,18.75
51456,1234944,1201,3072,19.05
51584,1238016,1204,3072,18.72
51712,1241088,1207,3072,18.53
51840,1244160,1210,3072,18.75
51968,1247232,1212,3072,18.69
52096,1250304,1215,3072,18.93
52224,1253376,1218,3072,19.02
52352,1256448,1221,3072,19.08
52480,1259520,1224,3072,19.16
52608,1262592,1227,3072,19.32
52736,1265664,1230,3072,19.56
52864,1268736,1232,3072,19.61
52992,1271808,1235,3072,19.63
53120,1274880,1238,3072,19.6
53248,1277952,1241,3072,19.4
53376,1281024,1244,3072,19.38
53504,1284096,1247,3072,19.6
53632,1287168,1250,3072,19.49
53760,1290240,1252,3072,19.58
53888,1293312,1255,3072,19.94
54016,1296384,1258,3072,19.97
54144,1299456,1261,3072,20.02
54272,1302528,1264,3072,19.92
54400,1305600,1267,3072,20.02
54528,1308672,1270,3072,20.16
54656,1311744,1273,3072,20.04
54784,1314816,1275,3072,20.06
54912,1317888,1278,3072,19.99
55040,1320960,1281,3072,20.03
55168,1324032,1284,3072,19.94
55296,1327104,1287,3072,20.22
55424,1330176,1290,3072,20.15
55552,1333248,1293,3072,20.3
55680,1336320,1295,3072,20.23
55808,1339392,1298,3072,20.62
55936,1342464,1301,3072,20.53
56064,1345536,1304,3072,20.71
56192,1348608,1307,3072,20.84
56320,1351680,1310,3072,20.77
56448,1354752,1313,3072,20.86
56576,1357824,1315,3072,20.65
56704,1360896,1318,3072,20.54
56832,1363968,1321,3072,20.41
56960,1367040,1324,3072,20.67
57088,1370112,1327,3072,20.86
57216,1373184,1330,3072,21.01
57344,1376256,1332,3072,21.12
57472,1379328,1335,3072,21.11
57600,1382400,1338,3072,21.25
57728,1385472,1341,3072,21.16
57856,1388544,1344,3072,21.14
57984,1391616,1347,3072,21.58
58112,1394688,1349,3072,21.85
58240,1397760,1352,3072,21.67
58368,1400832,1355,3072,21.66
58496,1403904,1358,3072,21.78
58624,1406976,1361,3072,21.75
58752,1410048,1364,3072,21.81
58880,1413120,1366,3072,22.35
59008,1416192,1369,3072,22.55
59136,1419264,1372,3072,22.75
59264,1422336,1375,3072,22.91
59392,1425408,1378,3072,22.52
59520,1428480,1381,3072,22.89
59648,1431552,1384,3072,23.04
59776,1434624,1386,3072,23.0
59904,1437696,1389,3072,23.04
60032,1440768,1392,3072,23.24
60160,1443840,1395,3072,23.32
60288,1446912,1398,3072,23.43
60416,1449984,1401,3072,23.59
60544,1453056,1404,3072,23.5
60672,1456128,1406,3072,23.62
60800,1459200,1409,3072,23.4
60928,1462272,1412,3072,23.03
61056,1465344,1415,3072,22.84
61184,1468416,1418,3072,22.88
61312,1471488,1421,3072,22.79
61440,1474560,1424,3072,22.92
61568,1477632,1426,3072,22.77
61696,1480704,1429,3072,22.96
61824,1483776,1432,3072,22.57
61952,1486848,1435,3072,22.6
62080,1489920,1438,3072,22.43
62208,1492992,1441,3072,22.34
62336,1496064,1444,3072,22.45
62464,1499136,1446,3072,22.34
62592,1502208,1449,3072,22.41
62720,1505280,1452,3072,22.56
62848,1508352,1455,3072,22.45
62976,1511424,1458,3072,22.26
63104,1514496,1461,3072,22.19
63232,1517568,1464,3072,22.33
63360,1520640,1466,3072,22.49
63488,1523712,1469,3072,22.32
63616,1526784,1472,3072,22.64
63744,1529856,1475,3072,22.95
63872,1532928,1478,3072,23.13
64000,1536000,1480,3072,23.35
64128,1539072,1483,3072,23.46
64256,1542144,1486,3072,23.78
64384,1545216,1489,3072,24.09
64512,1548288,1492,3072,24.27
64640,1551360,1495,3072,24.28
64768,1554432,1498,3072,24.25
64896,1557504,1500,3072,24.31
65024,1560576,1503,3072,24.27
65152,1563648,1506,3072,24.47
65280,1566720,1509,3072,25.03
65408,1569792,1512,3072,25.39
65536,1572864,1515,3072,25.59
65664,1575936,1517,3072,25.57
65792,1579008,1520,3072,25.96
65920,1582080,1523,3072,25.89
66048,1585152,1526,3072,25.8
66176,1588224,1529,3072,26.29
66304,1591296,1532,3072,26.75
66432,1594368,1534,3072,26.29
66560,1597440,1537,3072,26.41
66688,1600512,1540,3072,26.31
66816,1603584,1543,3072,26.75
66944,1606656,1546,3072,26.51
67072,1609728,1549,3072,26.57
67200,1612800,1552,3072,26.72
67328,1615872,1554,3072,26.77
67456,1618944,1557,3072,26.97
67584,1622016,1560,3072,26.96
67712,1625088,1563,3072,26.98
67840,1628160,1566,3072,27.15
67968,1631232,1569,3072,27.45
68096,1634304,1571,3072,27.41
68224,1637376,1574,3072,27.38
68352,1640448,1577,3072,26.99
68480,1643520,1580,3072,26.49
68608,1646592,1583,3072,27.04
68736,1649664,1586,3072,27.12
68864,1652736,1588,3072,27.3
68992,1655808,1591,3072,27.25
69120,1658880,1594,3072,27.11
69248,1661952,1597,3072,27.33
69376,1665024,1600,3072,27.41
69504,1668096,1603,3072,27.41
69632,1671168,1606,3072,27.2
69760,1674240,1609,3072,27.39
69888,1677312,1611,3072,27.4
70016,1680384,1614,3072,27.42
70144,1683456,1617,3072,27.74
70272,1686528,1620,3072,27.79
70400,1689600,1623,3072,27.71
70528,1692672,1626,3072,27.72
70656,1695744,1628,3072,27.56
70784,1698816,1631,3072,27.74
70912,1701888,1634,3072,27.73
71040,1704960,1637,3072,27.51
71168,1708032,1640,3072,27.56
71296,1711104,1643,3072,27.39
71424,1714176,1645,3072,27.55
71552,1717248,1648,3072,27.66
71680,1720320,1651,3072,28.26
71808,1723392,1654,3072,28.48
71936,1726464,1657,3072,28.51
72064,1729536,1660,3072,28.14
72192,1732608,1663,3072,28.13
72320,1735680,1665,3072,28.78
72448,1738752,1668,3072,28.95
72576,1741824,1671,3072,29.06
72704,1744896,1674,3072,29.17
72832,1747968,1677,3072,29.03
72960,1751040,1680,3072,28.92
73088,1754112,1683,3072,28.88
73216,1757184,1685,3072,28.91
73344,1760256,1688,3072,29.02
73472,1763328,1691,3072,28.85
73600,1766400,1694,3072,28.69
73728,1769472,1697,3072,28.95
73856,1772544,1700,3072,29.56
73984,1775616,1702,3072,29.64
74112,1778688,1705,3072,29.92
74240,1781760,1708,3072,30.55
74368,1784832,1711,3072,30.78
74496,1787904,1714,3072,30.76
74624,1790976,1716,3072,30.75
74752,1794048,1719,3072,31.05
74880,1797120,1722,3072,31.26
75008,1800192,1725,3072,31.71
75136,1803264,1728,3072,31.31
75264,1806336,1730,3072,31.42
75392,1809408,1733,3072,31.66
75520,1812480,1736,3072,31.98
75648,1815552,1739,3072,31.88
75776,1818624,1742,3072,31.91
75904,1821696,1745,3072,31.92
76032,1824768,1748,3072,31.96
76160,1827840,1750,3072,31.98
76288,1830912,1753,3072,31.77
76416,1833984,1756,3072,32.16
76544,1837056,1759,3072,32.57
76672,1840128,1762,3072,32.58
76800,1843200,1765,3072,32.89
76928,1846272,1767,3072,33.12
77056,1849344,1770,3072,33.17
77184,1852416,1773,3072,33.43
77312,1855488,1776,3072,33.43
77440,1858560,1779,3072,33.75
77568,1861632,1781,3072,33.63
77696,1864704,1784,3072,33.59
77824,1867776,1787,3072,33.06
77952,1870848,1790,3072,32.33
78080,1873920,1793,3072,32.56
78208,1876992,1796,3072,32.75
78336,1880064,1798,3072,32.96
78464,1883136,1801,3072,32.87
78592,1886208,1804,3072,32.53
78720,1889280,1807,3072,32.96
78848,1892352,1810,3072,33.12
78976,1895424,1813,3072,33.0
79104,1898496,1815,3072,32.42
79232,1901568,1818,3072,31.86
79360,1904640,1821,3072,31.94
79488,1907712,1824,3072,31.75
79616,1910784,1827,3072,31.49
79744,1913856,1830,3072,31.28
79872,1916928,1832,3072,31.19
80000,1920000,1835,3072,31.26
80128,1923072,1838,3072,30.98
80256,1926144,1841,3072,31.15
80384,1929216,1844,3072,31.47
80512,1932288,1847,3072,31.48
80640,1935360,1849,3072,31.54
80768,1938432,1852,3072,31.65
80896,1941504,1855,3072,31.46
81024,1944576,1858,3072,31.15
81152,1947648,1861,3072,30.96
81280,1950720,1864,3072,30.81
81408,1953792,1866,3072,30.83
81536,1956864,1869,3072,30.91
81664,1959936,1872,3072,30.22
81792,1963008,1875,3072,30.08
81920,1966080,1878,3072,30.23
82048,1969152,1880,3072,30.27
82176,1972224,1883,3072,30.45
82304,1975296,1886,3072,30.34
82432,1978368,1889,3072,30.91
82560,1981440,1892,3072,31.64
82688,1984512,1895,3072,31.7
82816,1987584,1897,3072,31.89
82944,1990656,1900,3072,31.79
83072,1993728,1903,3072,31.93
83200,1996800,1906,3072,32.71
83328,1999872,1909,3072,32.45
83456,2002944,1911,3072,33.25
83584,2006016,1914,3072,33.46
83712,2009088,1917,3072,33.86
83840,2012160,1920,3072,34.06
83968,2015232,1923,3072,33.86
84096,2018304,1925,3072,33.78
84224,2021376,1928,3072,33.88
84352,2024448,1931,3072,34.53
84480,2027520,1934,3072,34.24
84608,2030592,1937,3072,34.88
84736,2033664,1940,3072,35.0
84864,2036736,1943,3072,35.14
84992,2039808,1945,3072,35.45
85120,2042880,1948,3072,35.52
85248,2045952,1951,3072,35.74
85376,2049024,1954,3072,35.67
85504,2052096,1956,3072,35.42
85632,2055168,1959,3072,35.73
85760,2058240,1962,3072,36.12
85888,2061312,1965,3072,36.34
86016,2064384,1968,3072,36.47
86144,2067456,1970,3072,37.29
86272,2070528,1973,3072,37.7
86400,2073600,1976,3072,38.2
86528,2076672,1979,3072,38.72
86656,2079744,1982,3072,38.72
86784,2082816,1985,3072,38.63
86912,2085888,1987,3072,38.7
87040,2088960,1990,3072,39.39
87168,2092032,1993,3072,39.38
87296,2095104,1996,3072,39.2
87424,2098176,1999,3072,39.49
87552,2101248,2002,3072,38.98
87680,2104320,2004,3072,38.92
87808,2107392,2007,3072,39.05
87936,2110464,2010,3072,38.9
88064,2113536,2013,3072,38.85
88192,2116608,2016,3072,38.29
88320,2119680,2019,3072,38.34
88448,2122752,2021,3072,38.79
88576,2125824,2024,3072,39.02
88704,2128896,2027,3072,38.89
88832,2131968,2030,3072,38.32
88960,2135040,2033,3072,38.85
89088,2138112,2036,3072,38.95
89216,2141184,2038,3072,38.93
89344,2144256,2041,3072,39.37
89472,2147328,2044,3072,39.09
89600,2150400,2047,3072,39.1
89728,2153472,2050,3072,39.37
89856,2156544,2052,3072,39.82
89984,2159616,2055,3072,39.71
90112,2162688,2058,3072,38.98
90240,2165760,2061,3072,38.43
90368,2168832,2064,3072,38.15
90496,2171904,2067,3072,37.91
90624,2174976,2069,3072,37.65
90752,2178048,2072,3072,37.78
90880,2181120,2075,3072,38.13
91008,2184192,2078,3072,37.95
91136,2187264,2081,3072,38.15
91264,2190336,2083,3072,38.26
91392,2193408,2086,3072,37.79
91520,2196480,2089,3072,37.72
91648,2199552,2092,3072,37.81
91776,2202624,2095,3072,37.56
91904,2205696,2098,3072,37.58
92032,2208768,2100,3072,37.79
92160,2211840,2103,3072,37.66
92288,2214912,2106,3072,37.67
92416,2217984,2109,3072,37.59
92544,2221056,2112,3072,37.97
92672,2224128,2114,3072,38.15
92800,2227200,2117,3072,38.33
92928,2230272,2120,3072,37.92
93056,2233344,2123,3072,38.17
93184,2236416,2126,3072,38.54
93312,2239488,2128,3072,38.71
93440,2242560,2131,3072,39.35
93568,2245632,2134,3072,39.08
93696,2248704,2137,3072,39.06
93824,2251776,2140,3072,39.01
93952,2254848,2142,3072,39.19
94080,2257920,2145,3072,41.54
94208,2260992,2148,3072,41.14
94336,2264064,2151,3072,41.38
94464,2267136,2154,3072,41.38
94592,2270208,2156,3072,41.43
94720,2273280,2159,3072,41.72
94848,2276352,2162,3072,42.26
94976,2279424,2165,3072,42.07
95104,2282496,2168,3072,42.21
95232,2285568,2170,3072,42.31
95360,2288640,2173,3072,42.27
95488,2291712,2176,3072,42.52
95616,2294784,2179,3072,42.32
95744,2297856,2182,3072,42.23
95872,2300928,2184,3072,43.06
96000,2304000,2187,3072,43.91
96128,2307072,2190,3072,44.24
96256,2310144,2193,3072,45.0
96384,2313216,2196,3072,44.78
96512,2316288,2198,3072,44.78
96640,2319360,2201,3072,44.47
96768,2322432,2204,3072,44.42
96896,2325504,2207,3072,43.98
97024,2328576,2210,3072,43.94
97152,2331648,2213,3072,44.27
97280,2334720,2215,3072,44.28
97408,2337792,2218,3072,44.98
97536,2340864,2221,3072,44.51
97664,2343936,2224,3072,44.38
97792,2347008,2227,3072,44.38
97920,2350080,2229,3072,44.57
98048,2353152,2232,3072,44.27
98176,2356224,2235,3072,44.31
98304,2359296,2238,3072,44.57
98432,2362368,2240,3072,44.57
98560,2365440,2243,3072,42.81
98688,2368512,2246,3072,42.77
98816,2371584,2249,3072,43.04
98944,2374656,2252,3072,42.73
99072,2377728,2255,3072,41.97
99200,2380800,2257,3072,41.9
99328,2383872,2260,3072,42.23
99456,2386944,2263,3072,42.33
99584,2390016,2266,3072,42.47
99712,2393088,2269,3072,42.33
99840,2396160,2271,3072,42.02
99968,2399232,2274,3072,42.31
100096,2402304,2277,3072,42.44
100224,2405376,2280,3072,42.43
100352,2408448,2283,3072,44.98
100480,2411520,2285,3072,44.61
100608,2414592,2288,3072,44.17
100736,2417664,2291,3072,44.1
100864,2420736,2294,3072,43.96
100992,2423808,2297,3072,45.08
101120,2426880,2299,3072,45.07
101248,2429952,2302,3072,44.98
101376,2433024,2305,3072,45.28
101504,2436096,2308,3072,45.45
101632,2439168,2311,3072,45.93
101760,2442240,2313,3072,45.24
101888,2445312,2316,3072,45.24
102016,2448384,2319,3072,45.2
102144,2451456,2322,3072,45.34
102272,2454528,2325,3072,46.29
102400,2457600,2328,3072,46.04
102528,2460672,2330,3072,46.32
102656,2463744,2333,3072,46.3
102784,2466816,2336,3072,46.35
102912,2469888,2339,3072,46.07
103040,2472960,2341,3072,45.58
103168,2476032,2344,3072,45.49
103296,2479104,2347,3072,45.68
103424,2482176,2350,3072,45.83
103552,2485248,2353,3072,46.93
103680,2488320,2355,3072,46.75
103808,2491392,2358,3072,47.1
103936,2494464,2361,3072,46.52
104064,2497536,2364,3072,46.67
104192,2500608,2367,3072,46.68
104320,2503680,2369,3072,46.91
104448,2506752,2372,3072,46.8
104576,2509824,2375,3072,46.99
104704,2512896,2378,3072,46.99
104832,2515968,2381,3072,45.18
104960,2519040,2383,3072,45.14
105088,2522112,2386,3072,46.89
105216,2525184,2389,3072,46.24
105344,2528256,2392,3072,46.19
105472,2531328,2395,3072,46.46
105600,2534400,2397,3072,46.75
105728,2537472,2400,3072,46.7
105856,2540544,2403,3072,46.7
105984,2543616,2406,3072,48.21
106112,2546688,2409,3072,47.59
106240,2549760,2412,3072,47.43
106368,2552832,2414,3072,47.82
106496,2555904,2417,3072,48.36
106624,2558976,2420,3072,48.72
106752,2562048,2423,3072,48.72
106880,2565120,2426,3072,48.62
107008,2568192,2428,3072,49.16
107136,2571264,2431,3072,49.46
107264,2574336,2434,3072,50.06
107392,2577408,2437,3072,50.03
107520,2580480,2439,3072,50.06
107648,2583552,2442,3072,51.36
107776,2586624,2445,3072,51.87
107904,2589696,2448,3072,51.84
108032,2592768,2451,3072,51.7
108160,2595840,2453,3072,51.78
108288,2598912,2456,3072,51.77
108416,2601984,2459,3072,51.94
108544,2605056,2462,3072,52.34
108672,2608128,2465,3072,53.02
108800,2611200,2467,3072,53.02
108928,2614272,2470,3072,53.71
109056,2617344,2473,3072,54.13
109184,2620416,2476,3072,54.63
109312,2623488,2479,3072,54.47
109440,2626560,2482,3072,54.32
109568,2629632,2484,3072,54.36
109696,2632704,2487,3072,54.21
109824,2635776,2490,3072,53.68
109952,2638848,2493,3072,52.65
110080,2641920,2496,3072,52.89
110208,2644992,2498,3072,53.48
110336,2648064,2501,3072,54.02
